Order_ID,Area,City,Region_Name,Restaurant_Name,Price_Category,Price,Popularity_Index,Popularity,Avg ratings,Total ratings,Rating_Category,Demand_Category,Food type,Cuisine_Count,Address,Delivery_Time_Mins,Delivery_Category
377350,Chembur,Mumbai,Mumbai - Chembur,M. S. Snacks Center,Medium,350,1.4,Moderate,2.9,80,Poor,Normal,"Chinese,Indian,Snacks",3,Chembur,57,Standard
377432,Salt Lake,Kolkata,Kolkata - Salt Lake,Cafe Darshani,Medium,280,0.3,Low,3.9,20,Average,Normal,South Indian,1,Salt Lake,66,Slow
377445,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,Oishi Oishi By Persian Darbar,High,600,1.57,Moderate,2.9,80,Poor,Normal,Chinese  Japanese  Pan-Asian  Tibetan  Asian  Beverages,1,Marol Sakinaka,51,Standard
377576,Alwarpet,Chennai,Chennai - Alwarpet,Svah Express,Medium,500,0.65,Low,4.2,50,Good,Normal,"Indian,Continental,Desserts,Beverages",4,Alwarpet,77,Slow
377616,Athwa,Surat,Surat - Athwa,Dilip Dabeli,Medium,250,0.57,Low,4.2,20,Good,Normal,"Snacks,Chaat,Fast Food",3,Athwa,35,Standard
377625,Near Rto Pal Gam,Surat,Surat - Near Rto Pal Gam,Krazzy Chicken,Medium,300,1.25,Moderate,2.9,80,Poor,Normal,"Biryani,Indian",2,Varachha,64,Slow
377778,Central Kolkata,Kolkata,Kolkata - Central Kolkata,Suman Sweets And Snacks,Medium,300,1.4,Moderate,2.9,80,Poor,Normal,Sweets  Snacks,1,Central Kolkata,57,Standard
377818,Koramangala,Bangalore,Bangalore - Koramangala,Ruchi Virundu,Medium,250,1.31,Moderate,2.9,80,Poor,Normal,"Biryani,South Indian",2,Koramangala,61,Slow
377857,Kirti Nagar,Delhi,Delhi - Kirti Nagar,Foodiz Dhaba,Medium,300,1.1,Moderate,2.9,80,Poor,Normal,"Chinese,Indian",2,Kirti Nagar,73,Slow
377877,Perambur,Chennai,Chennai - Perambur,Ziyach Atho Kadai,Medium,200,0.94,Low,4.2,50,Good,Normal,"Street Food,Chinese,Indian",3,Perambur,53,Standard
377889,Central Bangalore,Bangalore,Bangalore - Central Bangalore,Puppy'S Gastronomy,High,1000,1.6,Moderate,2.9,80,Poor,Normal,"Continental,Italian,Snacks,Beverages",4,Central Bangalore,50,Standard
378002,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Hyderabad - Tarnaka  Nacharam & Malkajigiri,Chutney Bowl,Low,150,8.2,Very High,4.2,500,Good,Normal,South Indian,1,Tarnaka  Nacharam & Malkajigiri,61,Slow
378029,Piplod,Surat,Surat - Piplod,Cafe Ashiana,Medium,200,1.25,Moderate,2.9,80,Poor,Normal,"Fast Food,North Indian,Italian,Beverages",4,Piplod,64,Slow
378076,Mehdipatnam,Hyderabad,Hyderabad - Mehdipatnam,The Hyderabad Chicken Haleem,Low,150,0.38,Low,3.2,20,Average,Normal,Haleem,1,Mehdipatnam,53,Standard
378112,Kilpauk,Chennai,Chennai - Kilpauk,Kites Pure Veg Restaurant,Medium,280,1.57,Moderate,2.9,80,Poor,Normal,Indian,1,Kilpauk,51,Standard
378117,Shivaji Nagar,Pune,Pune - Shivaji Nagar,Chocolate Biclate,Medium,250,1.09,Moderate,4.3,50,Good,Normal,"Bakery,Desserts,Beverages",3,Shivaji Nagar,46,Standard
378150,South Kolkata,Kolkata,Kolkata - South Kolkata,Fiery Drumstick,Medium,300,1.11,Moderate,2.9,80,Poor,Normal,Chinese,1,South Kolkata,72,Slow
378154,Vastrapur,Ahmedabad,Ahmedabad - Vastrapur,Smokin' Joe'S,Medium,400,1.06,Moderate,3.8,50,Average,Normal,"Italian,Pizzas,Continental,Italian-American",4,Vastrapur,47,Standard
378157,South Kolkata,Kolkata,Kolkata - South Kolkata,Zeeshan D.P. Park,Medium,250,1.47,Moderate,4.4,100,Good,Normal,"Tandoor,Snacks,Biryani",3,South Kolkata,68,Slow
378205,Annanagar,Chennai,Chennai - Annanagar,The Asian Hive,Medium,300,1.59,Moderate,4.3,100,Good,Normal,"Chinese,Thai,Asian",3,Annanagar,63,Slow
378321,Punjabi Bagh,Delhi,Delhi - Punjabi Bagh,Shakespeare Cafe (Punjabi Bagh),Medium,400,1.07,Moderate,2.9,80,Poor,Normal,"Indian,Tandoor,Chinese",3,Punjabi Bagh,75,Slow
378370,Sinhgad Road,Pune,Pune - Sinhgad Road,Italian Hut,Low,199,0.31,Low,4.4,20,Good,Normal,"Continental,Italian",2,Sinhgad Road,65,Slow
378411,Lake Town,Kolkata,Kolkata - Lake Town,Bangaliana,Medium,200,0.23,Low,3.8,20,Average,Normal,"Indian,North Indian",2,Lake Town,88,Slow
378436,Lake Town,Kolkata,Kolkata - Lake Town,Ketana,Medium,250,1.28,Moderate,4.4,100,Good,Normal,Indian,1,Bangur Avenue,78,Slow
378469,North Dumdum,Kolkata,Kolkata - North Dumdum,Dumghan,Medium,300,1.23,Moderate,4.5,100,Excellent,Normal,"Biryani,North Eastern,Kebabs,Indian",4,North Dumdum,81,Slow
378475,Dumdum,Kolkata,Kolkata - Dumdum,Ananda Mela Confectionery,Medium,300,1.07,Moderate,2.9,80,Poor,Normal,"Indian,Bakery,Biryani",3,Dumdum,75,Slow
378482,Salt Lake,Kolkata,Kolkata - Salt Lake,Club Loca,Medium,200,1.14,Moderate,2.9,80,Poor,Normal,Continental  Indian  Chinese,1,Salt Lake,70,Slow
378508,South Kolkata,Kolkata,Kolkata - South Kolkata,Gangotri Sweets And Snacks,Medium,200,2.04,High,4.3,100,Good,Normal,Sweets  Snacks  Chaat,1,South Kolkata,49,Standard
378527,Kalyani Nagar,Pune,Pune - Kalyani Nagar,Belly Tales,Medium,400,0.85,Low,3.9,50,Average,Normal,"North Indian,Chinese,Combo,Pizzas,Beverages",5,Kalyani Nagar,59,Standard
378594,Adajan,Surat,Surat - Adajan,Bro Sis Fast Food Corner,Medium,350,1.36,Moderate,2.9,80,Poor,Normal,"Fast Food,Italian",2,Adajan,59,Standard
378719,Indiranagar,Bangalore,Bangalore - Indiranagar,Cloud Kitchen Chinni Con Cook,Medium,300,1.23,Moderate,2.9,80,Poor,Normal,"Continental,Indian,Chinese,Beverages",4,Indiranagar,65,Slow
378734,T Nagar,Chennai,Chennai - T Nagar,The Degh Story,High,900,1,Moderate,2.9,80,Poor,Normal,"North Indian,Biryani,Hyderabadi,Indian",4,City Centre,80,Slow
378796,Kothrud,Pune,Pune - Kothrud,Shivtirth Vadapav,Medium,200,0.33,Low,3.7,20,Average,Normal,"Indian,Snacks",2,Kothrud,60,Standard
378854,Piplod,Surat,Surat - Piplod,The Wrap Co,Medium,350,1.67,Moderate,3.9,100,Average,Normal,"North Indian,Snacks",2,Piplod,60,Standard
378902,Piplod,Surat,Surat - Piplod,Engine Cafe,Medium,200,0.82,Low,4,50,Good,Normal,"Indian,Continental,Chinese",3,Piplod,61,Slow
378921,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,Orange Cakes And Bakers,Medium,500,2.08,High,4.1,100,Good,Normal,"Bakery,Desserts",2,Marol Sakinaka,48,Standard
379007,South Kolkata,Kolkata,Kolkata - South Kolkata,Tbc Bowlz,Medium,200,0.66,Low,4.4,50,Good,Normal,"Indian,Chinese,Continental",3,South Kolkata,76,Slow
379013,Andheri East,Mumbai,Mumbai - Andheri East,Dooodly Meals,Medium,400,1.54,Moderate,2.9,80,Poor,Normal,North Indian,1,Andheri East,52,Standard
379046,Basavanagudi,Bangalore,Bangalore - Basavanagudi,House Of Belgian,Medium,250,1.36,Moderate,2.9,80,Poor,Normal,"Desserts,Beverages,Snacks",3,Basavanagudi,59,Standard
379083,Perambur,Chennai,Chennai - Perambur,Hotel Vada Chennai,Medium,350,0.94,Low,3.8,50,Average,Normal,"Arabian,South Indian,Grill,Barbecue,Chinese,Biryani,Combo,Ice Cream,Juices,Beverages",10,Perambur,53,Standard
379100,Shivaji Nagar,Pune,Pune - Shivaji Nagar,Rajmandir Ice Cream,Low,150,0.74,Low,4,20,Good,Normal,"Ice Cream,Desserts,Beverages",3,Shivaji Nagar,27,Fast
379121,Mylapore,Chennai,Chennai - Mylapore,The Nosh,Medium,200,1.19,Moderate,2.9,80,Poor,Normal,"Fast Food,Beverages,Indian,Tandoor",4,Mylapore,67,Slow
379173,Maninagar,Ahmedabad,Ahmedabad - Maninagar,Lemon Restaurant,Medium,300,1.63,Moderate,2.9,80,Poor,Normal,"South Indian,Continental,Chinese",3,Maninagar,49,Standard
379218,Santacruz Bandra East,Mumbai,Mumbai - Santacruz Bandra East,Big Binge Co,Low,100,0.38,Low,4.7,20,Excellent,Normal,"Asian,Mexican,Snacks,Fast Food",4,Scruz Bandra East,53,Standard
379224,Annanagar,Chennai,Chennai - Annanagar,Gita'S Homemade,Medium,200,1.11,Moderate,2.9,80,Poor,Normal,"Andhra,South Indian,Indian",3,Annanagar,72,Slow
379251,Malleshwaram,Bangalore,Bangalore - Malleshwaram,Shawarma21,Low,150,0.37,Low,4.3,20,Good,Normal,"Arabian,Fast Food",2,Ln Puram Srirampuram,54,Standard
379271,Bibwewadi,Pune,Pune - Bibwewadi,Surprise India - Cakes & Desserts,Medium,300,0.26,Low,4.1,20,Good,Normal,Bakery,1,Bibwewadi,77,Slow
379273,Vastrapur,Ahmedabad,Ahmedabad - Vastrapur,Haanji Amritsari Kulcha,Medium,300,0.43,Low,3,20,Average,Normal,"North Indian,Snacks",2,Vastrapur,47,Standard
379281,Salt Lake,Kolkata,Kolkata - Salt Lake,Rita'S Cafe,Medium,300,0.36,Low,4.5,20,Excellent,Normal,"South Indian,Snacks,Beverages",3,Salt Lake,56,Standard
379342,Alwarpet,Chennai,Chennai - Alwarpet,Flipside (Burgers And Sides),High,750,1.47,Moderate,4.4,100,Good,Normal,American,1,Alwarpet,68,Slow
379359,Tarnaka Nacharam & Malkajigiri,Hyderabad,Hyderabad - Tarnaka Nacharam & Malkajigiri,Maharashtrian Kitchen,Medium,200,0.92,Low,2.9,80,Poor,Normal,Maharashtrian,1,Tarnaka Nacharam & Malkajigiri,87,Slow
379495,Central Kolkata,Kolkata,Kolkata - Central Kolkata,Karim'S,Medium,250,2.08,High,4.2,100,Good,Normal,Mughlai,1,Central Kolkata,48,Standard
379497,Athwa,Surat,Surat - Athwa,Amar Bhandari Tiffin House,Medium,200,2.11,High,2.9,80,Poor,Normal,"Indian,Seafood",2,Athwa,38,Standard
379518,Paschim Vihar,Delhi,Delhi - Paschim Vihar,Durga Dosa Corner,Medium,200,2.27,High,4.2,100,Good,Normal,"South Indian,Chinese",2,Paschim Vihar,44,Standard
379616,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,New Shalimar Cold Drink House,Low,120,1.82,Moderate,2.9,80,Poor,Normal,"Desserts,South Indian,Pizzas,Fast Food,Juices,Snacks",6,Marol Sakinaka,44,Standard
379687,Tolichowki,Hyderabad,Hyderabad - Tolichowki,Fried Chicken Hub,Medium,325,1.28,Moderate,4.2,100,Good,Normal,Continental,1,Tolichowki,78,Slow
379718,Perambur,Chennai,Chennai - Perambur,Adyar Vaishanava S Thattu Idli Kadai,Medium,300,1.61,Moderate,4.1,100,Good,Normal,South Indian,1,Perambur,62,Slow
379740,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,Dil Ki Meal,Medium,300,0.94,Low,4.5,50,Excellent,Normal,"Combo,American",2,Marol Sakinaka,53,Standard
379776,Nsp,Delhi,Delhi - Nsp,Hill Chillz 26,Medium,300,1,Moderate,4.3,50,Good,Normal,"Ice Cream,Beverages",2,Nsp,50,Standard
379796,Kothapet & Dilsukhnagar,Hyderabad,Hyderabad - Kothapet & Dilsukhnagar,Five Star And Koli Hut,Low,120,0.37,Low,4.7,20,Excellent,Normal,Indian,1,Kothapet & Dilsukhnagar,54,Standard
379892,Abids & Koti,Hyderabad,Hyderabad - Abids & Koti,The Brooklyn Creamery - Healthy Ice Cream,Medium,200,0.57,Low,3.9,20,Average,Normal,"Desserts,Ice Cream,Healthy Food",3,Abids,35,Standard
379909,Chembur,Mumbai,Mumbai - Chembur,Momo'S Mealbox,Medium,300,1.54,Moderate,2.9,80,Poor,Normal,"Chinese,Snacks,Beverages",3,Chembur,52,Standard
379915,Ruby Area,Kolkata,Kolkata - Ruby Area,Abar Khabo One,Low,100,0.68,Low,4.6,50,Excellent,Normal,"Indian,Chinese",2,Ruby Area,74,Slow
379942,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,Mega Food Court,Medium,300,0.89,Low,4.4,50,Good,Normal,"Indian,North Indian,South Indian,Biryani,Pizzas,Desserts,Beverages",7,Marol Industrial Estate Marol Sakinaka,56,Standard
379995,Salt Lake,Kolkata,Kolkata - Salt Lake,Byepass Dhaba,High,600,1.67,Moderate,4.3,100,Good,Normal,"North Indian,Chinese,Biryani,Tandoor",4,Salt Lake,60,Standard
380023,Lake Town,Kolkata,Kolkata - Lake Town,Gupta Brothers Lake Town,Medium,300,1.54,Moderate,4.2,100,Good,Normal,Asian  Chinese  Combo  Desserts  Indian  North Indian,1,Lake Town,65,Slow
380069,Annanagar,Chennai,Chennai - Annanagar,Sumac - Middle Eastern Medley,Medium,400,0.26,Low,3.9,20,Average,Normal,"Continental,Snacks,Salads",3,5Th Street Nehru Nagar 13Th Main Road,77,Slow
380114,Annanagar,Chennai,Chennai - Annanagar,Grillsmith - Flamin' Fare,Medium,400,0.26,Low,4.3,20,Good,Normal,"Continental,North Indian,South Indian,Chinese",4,Annanagar,78,Slow
380118,Lake Town,Kolkata,Kolkata - Lake Town,Cookie2Nite,Low,120,1.04,Moderate,2.9,80,Poor,Normal,Desserts  Snacks  Fast Food  Beverages  Combo,1,Lake Town,77,Slow
380177,Athwa,Surat,Surat - Athwa,Food  On  Way,Medium,200,2.17,High,4.2,100,Good,Normal,"North Indian,Fast Food,Chinese,Biryani,Pizzas,Street Food",6,Parvat Patiya,46,Standard
380189,Basavanagudi,Bangalore,Bangalore - Basavanagudi,The Cake House,Medium,280,0.37,Low,4.3,20,Good,Normal,"Indian,Bakery,Sweets",3,Basavanagudi,54,Standard
380243,Chembur,Mumbai,Mumbai - Chembur,Kerala Palace,Medium,350,10,Very High,4.3,500,Good,Normal,"Kerala,South Indian,Indian,Biryani",4,Chembur,50,Standard
380346,A.S. Rao Nagar & Sainikpuri,Hyderabad,Hyderabad - A.S. Rao Nagar & Sainikpuri,Sri Sai Ak Tiffin Centre,Medium,200,1.2,Moderate,4.2,100,Good,Normal,Indian  South Indian,1,A.S. Rao Nagar & Sainikpuri,83,Slow
380368,Basavanagudi,Bangalore,Bangalore - Basavanagudi,Mumbai Xpress,Medium,300,0.4,Low,4.1,20,Good,Normal,"Chaat,Street Food,Fast Food",3,Basavanagudi,50,Standard
380396,Punjabi Bagh,Delhi,Delhi - Punjabi Bagh,Pranav Kabab,High,600,1.13,Moderate,2.9,80,Poor,Normal,"Indian,Chinese,Mughlai,Biryani",4,Punjabi Bagh,71,Slow
380398,Central Bangalore,Bangalore,Bangalore - Central Bangalore,Punjab Express,Medium,300,2.13,High,4.1,100,Good,Normal,North Indian,1,Central Bangalore,47,Standard
380461,Ruby Area,Kolkata,Kolkata - Ruby Area,Nandalal Sweets,Medium,200,0.88,Low,3.8,50,Average,Normal,Sweets,1,Ruby Area,57,Standard
380467,Athwa,Surat,Surat - Athwa,Pizza 2000,Medium,250,0.56,Low,3.8,20,Average,Normal,"Pizzas,Combo",2,Sosyo Circle,36,Standard
380580,Athwa,Surat,Surat - Athwa,Mr. Waffle And  Momos,Medium,200,0.43,Low,3.4,20,Average,Normal,"Chinese,Desserts",2,Athwa,46,Standard
380609,Banjara Hills,Hyderabad,Hyderabad - Banjara Hills,Ab'S-Absolute Barbecues,Medium,500,0.71,Low,3.5,50,Average,Normal,"Barbecue,Biryani,Chinese",3,Banjara Hills,70,Slow
380632,Uppal,Hyderabad,Hyderabad - Uppal,Waffee & Co,Medium,200,0.79,Low,4.4,50,Good,Normal,"Desserts,Waffle",2,Uppal,63,Slow
380638,Kothrud,Pune,Pune - Kothrud,Pimlico Kothrud,High,800,1.75,Moderate,4.5,100,Excellent,Normal,"Continental,Indian",2,Kothrud,57,Standard
380686,Malleshwaram,Bangalore,Bangalore - Malleshwaram,Pastries Park,Low,100,1.25,Moderate,2.9,80,Poor,Normal,"Bakery,Desserts",2,Malleshwaram,64,Slow
380710,Alipore,Kolkata,Kolkata - Alipore,Utsaav,Medium,300,0.88,Low,2.9,80,Poor,Normal,Chinese,1,Alipore,91,Slow
380756,Basavanagudi,Bangalore,Bangalore - Basavanagudi,Gama Gama Hotel,Low,150,1.82,Moderate,4.4,100,Good,Normal,"Street Food,South Indian,Indian",3,Basavanagudi,55,Standard
380796,Tolichowki,Hyderabad,Hyderabad - Tolichowki,Galaxy Paradise,Medium,250,0.29,Low,3.6,20,Average,Normal,"Biryani,Chinese",2,Tolichowki,69,Slow
380800,Kidderpore,Kolkata,Kolkata - Kidderpore,New Chaturbhuj Mistanna Bhandar,Medium,200,0.88,Low,4.4,50,Good,Normal,Sweets  Snacks,1,Kidderpore,57,Standard
380806,Kharkhana & Trimulgherry,Hyderabad,Hyderabad - Kharkhana & Trimulgherry,Balaji Jainarayan Mithai Bhandar,Medium,300,0.29,Low,3.8,20,Average,Normal,Sweets  Snacks  Bengali,1,Kharkhana & Trimulgherry,69,Slow
380837,Kothrud,Pune,Pune - Kothrud,Gypsy Caterers,Medium,500,1.33,Moderate,2.9,80,Poor,Normal,Indian,1,Kothrud,60,Standard
381004,Jadavpur,Kolkata,Kolkata - Jadavpur,Yummy Express,Medium,200,0.95,Low,2.9,80,Poor,Normal,"American,Beverages,Snacks",3,Jadavpur,84,Slow
381037,South Kolkata,Kolkata,Kolkata - South Kolkata,Hot Spring Kitchen And Lounge,Medium,500,1.01,Moderate,2.9,80,Poor,Normal,Chinese,1,South Kolkata,79,Slow
381056,Ruby Area,Kolkata,Kolkata - Ruby Area,The Parking,Medium,200,0.68,Low,4.3,50,Good,Normal,"Chinese,Tandoor,Fast Food,Mughlai,Combo,Beverages",6,Ruby Area,73,Slow
381060,Chennai,Chennai,Chennai - Chennai,Fb Cakes Royapuram,Medium,200,1.61,Moderate,4.1,100,Good,Normal,Bakery,1,Royapuram,62,Slow
381076,Kothrud,Pune,Pune - Kothrud,Origins,High,1600,0.3,Low,4.5,20,Excellent,Normal,"Thai,Indonesian,Japanese,Burmese",4,Kothrud,66,Slow
381153,Banjara Hills,Hyderabad,Hyderabad - Banjara Hills,The Bedford Bakehouse And Tearoom,Medium,500,1.08,Moderate,2.9,80,Poor,Normal,Continental,1,Banjara Hills,74,Slow
381206,Rajajinagar,Bangalore,Bangalore - Rajajinagar,Friends Chinese Corner,Medium,200,1.31,Moderate,2.9,80,Poor,Normal,"Chinese,Kebabs",2,Rajajinagar,61,Slow
381216,Scruz Bandra East,Mumbai,Mumbai - Scruz Bandra East,Vinanjay Family Restaurant &Bar,Medium,350,1.95,Moderate,2.9,80,Poor,Normal,Indian  Chinese  South Indian  Biryani  Tandoor  Snacks,1,Scruz Bandra East,41,Standard
381248,Kurla,Mumbai,Mumbai - Kurla,Express Chinese,Medium,250,0.47,Low,3.1,20,Average,Normal,Chinese,1,Juhu,43,Standard
381284,Naranpura,Ahmedabad,Ahmedabad - Naranpura,Flourish Lounge Cafe,Medium,200,1.54,Moderate,2.9,80,Poor,Normal,"Beverages,Ice Cream",2,Naranpura,52,Standard
381293,Ameerpet,Hyderabad,Hyderabad - Ameerpet,Abhiruchi Swagruha Foods,Medium,250,1.61,Moderate,4.5,100,Excellent,Normal,Sweets  Snacks,1,Ameerpet,62,Slow
381296,Juhu,Mumbai,Mumbai - Juhu,99 Chinese,Medium,250,2.11,High,2.9,80,Poor,Normal,Chinese,1,Juhu,38,Standard
381298,Kurla,Mumbai,Mumbai - Kurla,Chinese Adda,Medium,250,1.82,Moderate,2.9,80,Poor,Normal,Chinese,1,Juhu,44,Standard
381309,Piplod,Surat,Surat - Piplod,La Festa,Medium,500,0.34,Low,3.7,20,Average,Normal,"Pizzas,Chinese,Italian,Fast Food",4,Vesu,58,Standard
381312,Kurla,Mumbai,Mumbai - Kurla,Bhot Hard Chinese,Medium,250,2,High,2.9,80,Poor,Normal,Chinese,1,Juhu,40,Standard
381318,Piplod,Surat,Surat - Piplod,Iconic Food Victory,Medium,300,1.23,Moderate,2.9,80,Poor,Normal,"Chinese,North Indian,Indian,Biryani,Pastas,Combo,Beverages",7,Piplod,65,Slow
381333,Juhu,Mumbai,Mumbai - Juhu,Vista Fast Food,Medium,250,2.05,High,2.9,80,Poor,Normal,"Chinese,Indian",2,Juhu,39,Standard
381334,Kurla,Mumbai,Mumbai - Kurla,Papa Pizza,Medium,250,2.05,High,2.9,80,Poor,Normal,"Indian,Chinese",2,Juhu,39,Standard
381336,Rohini,Delhi,Delhi - Rohini,Healthy Tree,Medium,350,2.17,High,4.1,100,Good,Normal,"Beverages,Healthy Food,Salads",3,Rohini,46,Standard
381339,Chembur,Mumbai,Mumbai - Chembur,Appetite Chinese Food,Medium,300,0.38,Low,4.3,20,Good,Normal,Chinese,1,Chembur,52,Standard
381343,Nallakunta & Vidyanagar,Hyderabad,Hyderabad - Nallakunta & Vidyanagar,Tasty Inn Hyderabadi Biryani,Medium,250,1.86,Moderate,2.9,80,Poor,Normal,"Biryani,Indian,Chinese,Seafood",4,Nallakunta & Vidyanagar,43,Standard
381460,Jadavpur,Kolkata,Kolkata - Jadavpur,Shandar Chinese Kitchen,Medium,300,1.14,Moderate,4.4,100,Good,Normal,"Chinese,Snacks",2,Jadavpur,88,Slow
381488,Jadavpur,Kolkata,Kolkata - Jadavpur,The Kindest Biryani,Medium,200,0.95,Low,2.9,80,Poor,Normal,Indian,1,Jadavpur,84,Slow
381535,Shivaji Nagar,Pune,Pune - Shivaji Nagar,Terrasinne Food Corp.Llp,High,600,1.57,Moderate,2.9,80,Poor,Normal,Indian,1,Shivaji Nagar,51,Standard
381553,Basavanagudi,Bangalore,Bangalore - Basavanagudi,Uttara Karnatakadha Jolada Rotti Mattu Chapati Angadi,Low,100,2.04,High,4.3,100,Good,Normal,"South Indian,Snacks,Indian",3,Basavanagudi,49,Standard
381612,Nallakunta & Vidyanagar,Hyderabad,Hyderabad - Nallakunta & Vidyanagar,Chickden,Medium,250,0.45,Low,4.1,20,Good,Normal,"Indian,Arabian,Chinese",3,Nallakunta & Vidyanagar,44,Standard
381638,South Kolkata,Kolkata,Kolkata - South Kolkata,Little Asia,Medium,300,1.37,Moderate,4.5,100,Excellent,Normal,"Chinese,Fast Food",2,Alipore,73,Slow
381671,Rohini,Delhi,Delhi - Rohini,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),Low,150,2,High,4,50,Good,Normal,"Street Food,Desserts,Beverages",3,Rohini,25,Fast
381688,Ghatkopar Vikhroli,Mumbai,Mumbai - Ghatkopar Vikhroli,Bff Bombay French Fries,Medium,300,1.45,Moderate,2.9,80,Poor,Normal,"Continental,Desserts,Beverages,Snacks",4,Ghatkopar Vikhroli,55,Standard
381792,Nungambakkam,Chennai,Chennai - Nungambakkam,The Break Room,Medium,300,1.57,Moderate,2.9,80,Poor,Normal,"Beverages,Snacks,Fast Food,Chaat,Ice Cream",5,Nungambakkam,51,Standard
381804,Annanagar,Chennai,Chennai - Annanagar,Abang Raju'S Nasi Goreng,Medium,350,1.07,Moderate,2.9,80,Poor,Normal,"Singaporean,Malaysian",2,Annanagar,75,Slow
381825,Royapettah,Chennai,Chennai - Royapettah,The New Moghal Biriyani,Medium,300,1.82,Moderate,2.9,80,Poor,Normal,"Biryani,Indian,Chinese",3,Royapettah,44,Standard
381838,South Kolkata,Kolkata,Kolkata - South Kolkata,37 Relish Route,Medium,200,0.98,Low,2.9,80,Poor,Normal,"Bengali,Continental",2,South Kolkata,82,Slow
381896,Piplod,Surat,Surat - Piplod,Thali Central,Medium,350,1.75,Moderate,4.1,100,Good,Normal,"Biryani,North Indian,Mughlai,Beverages",4,Piplod,57,Standard
381901,Indiranagar,Bangalore,Bangalore - Indiranagar,Raffaele'S Ristorante Pizzeria,High,800,1.67,Moderate,4.3,100,Good,Normal,"Pizzas,Continental,Pastas,Fast Food,Beverages",5,Indiranagar,60,Standard
381906,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,The Health Factory,High,600,1.9,Moderate,2.9,80,Poor,Normal,Healthy Food,1,Marol Sakinaka,42,Standard
381965,Kothrud,Pune,Pune - Kothrud,Rambo'S Biryani House,Medium,350,1.78,Moderate,2.9,80,Poor,Normal,"Indian,Kebabs",2,Kothrud,45,Standard
382138,Dumdum,Kolkata,Kolkata - Dumdum,Ebowl,Medium,300,1.45,Moderate,4.3,100,Good,Normal,"Biryani,Indian,Chinese",3,Dumdum,69,Slow
382190,Kilpauk,Chennai,Chennai - Kilpauk,Chai Garden,Medium,200,1.27,Moderate,2.9,80,Poor,Normal,"South Indian,Beverages",2,Kodumbakkam,63,Slow
382194,Kodambakkam,Chennai,Chennai - Kodambakkam,Tommys Kitchen,Medium,300,1.23,Moderate,2.9,80,Poor,Normal,"Chinese,Indian,Kebabs",3,Kodumbakkam,65,Slow
382216,Kilpauk,Chennai,Chennai - Kilpauk,Madras Momos,Medium,200,1.23,Moderate,2.9,80,Poor,Normal,"Chinese,Combo,Beverages",3,Kilpauk,65,Slow
382430,Chembur,Mumbai,Mumbai - Chembur,Rajhans Dining ( Ornament ),High,700,1.4,Moderate,2.9,80,Poor,Normal,"Indian,Chinese",2,Chembur,57,Standard
382537,Koramangala,Bangalore,Bangalore - Koramangala,Singh Da Punjabi Dhaba,Medium,200,1.85,Moderate,3.8,100,Average,Normal,"Punjabi,Tandoor,Chinese",3,Koramangala,54,Standard
382565,Marol Sakinaka,Mumbai,Mumbai - Marol Sakinaka,Hotel Gopi,Medium,200,1.82,Moderate,2.9,80,Poor,Normal,"Chinese,South Indian,Snacks",3,Marol Sakinaka,44,Standard
382566,Salt Lake,Kolkata,Kolkata - Salt Lake,Harpreet Auntie'S Thali Junction,High,600,1.23,Moderate,2.9,80,Poor,Normal,"Indian,Chinese,Thalis",3,Salt Lake,65,Slow
382802,Kothapet & Dilsukhnagar,Hyderabad,Hyderabad - Kothapet & Dilsukhnagar,Sri Surya Tiffins,Low,150,1.19,Moderate,2.9,80,Poor,Normal,"South Indian,Chinese,Fast Food,Snacks",4,Kothapet & Dilsukhnagar,67,Slow
382814,Frazer Town,Bangalore,Bangalore - Frazer Town,Bigbites,Medium,300,1.43,Moderate,2.9,80,Poor,Normal,"Street Food,Fast Food,Tex-Mex",3,Frazer Town,56,Standard
382861,Malleshwaram,Bangalore,Bangalore - Malleshwaram,Hotel Moonlight,Medium,500,1.89,Moderate,4.1,100,Good,Normal,"Indian,Chinese,Biryani,Tandoor",4,Malleshwaram,53,Standard
382862,Koramangala,Bangalore,Bangalore - Koramangala,The Local-Terrace Drinkery,High,600,1.25,Moderate,2.9,80,Poor,Normal,"American,Indian",2,Koramangala,64,Slow
382904,Basaveshwaranagar,Bangalore,Bangalore - Basaveshwaranagar,Jai Matharani Chats,Medium,200,1.4,Moderate,2.9,80,Poor,Normal,"Chaat,Juices,Beverages",3,Basaveshwaranagar,57,Standard
382938,Santoshnagar & Saidabad,Hyderabad,Hyderabad - Santoshnagar & Saidabad,Zaheer Juice Center,Medium,200,2.29,High,2.9,80,Poor,Normal,"Juices,Beverages",2,Santoshnagar & Saidabad,35,Standard
382954,Banjara Hills,Hyderabad,Hyderabad - Banjara Hills,Trio La Patisserie,Medium,300,1.38,Moderate,2.9,80,Poor,Normal,"Bakery,Desserts",2,Banjara Hills,58,Standard
